"","V1","V2","V3","V4","V5","V6","V7","V8"
"372",0,0.566288129280052,0.833756117290329,0.936356879196358,0.965206957075031,0.980417198779487,0.987002279556055,1
"284",0,0.539461025885556,0.809662125623187,0.924675422730071,0.957640034386924,0.975753403872744,0.984113428276289,1
"298",0,0.287340564738515,0.445512778834055,0.688598549117171,0.79137990693339,0.882263596427729,0.913923256847381,1
"203",0,0.439861094113618,0.691765609817516,0.852238193977872,0.910951099435559,0.947199990918437,0.965032567862231,1
"292",0,0.65643272617862,0.892063572659668,0.964137840644236,0.981429560007796,0.989733631687739,0.992914677346303,1
"373",0,0.322350785908839,0.531421772536266,0.729630519189284,0.819741614944462,0.888471980948013,0.92539925315261,1
"88",0,0.273937742396852,0.454372012617255,0.658611596402401,0.762059646599701,0.852871408478059,0.902930482827953,1
"31",0,0.433255599618996,0.679933014909342,0.857897669807349,0.91695809936621,0.954763385521599,0.969908285578942,1
"26",0,0.483161581417267,0.762149512562961,0.906934708996589,0.948117450254688,0.970014409334708,0.980062413106888,1
"379",0,0.428822834104706,0.69889450189629,0.858616143403844,0.914695725522753,0.95122171061725,0.967799145675689,1
"86",0,0.321084589522444,0.64664954457475,0.87586184997421,0.929773948924937,0.963502670715062,0.974575249845327,1
"173",0,0.643967917644007,0.880583335864472,0.957412508537239,0.977086140922212,0.9869406699007,0.991147182308122,1
"343",0,0.276122493929134,0.520091959069168,0.753839142587022,0.842769244352086,0.910354434335202,0.940731498683962,1
"342",0,0.62876314790973,0.87232562890861,0.953996712949623,0.975153777497925,0.985600722087764,0.990105790805405,1
"235",0,0.145977415421627,0.227074411311417,0.39940799614213,0.521296944409484,0.656900241162213,0.728457418377391,1
"214",0,0.247701797685259,0.49359660589544,0.764154212469986,0.861454970127998,0.927186016774393,0.951364592464279,1
"146",0,0.723755981621662,0.926480142984651,0.977416904478219,0.988389654907825,0.993304568168642,0.995217765672241,1
"319",0,0.460371159305451,0.717151016072502,0.872971181397071,0.926739962217995,0.959251968228176,0.97298701445068,1
"227",0,0.452805671600275,0.765162282317692,0.920126603217616,0.955125514747662,0.977343310651534,0.98436867465302,1
"341",0,0.681682687306745,0.906188150435324,0.969277004961794,0.984011804365619,0.990931641911783,0.993700792200413,1
"93",0,0.3011242882404,0.497151509942091,0.717879735050349,0.816854937065647,0.893669078023604,0.927486762621446,1
"350",0,0.650596888372481,0.888342735199982,0.961445969971837,0.97972421135448,0.988266806214633,0.991865436493248,1
"149",0,0.531195628635057,0.812457665956337,0.934550380984063,0.966247066627868,0.982328688088871,0.988470149562912,1
"106",0,0.698956148425222,0.91378905819984,0.972221902884985,0.985798143647802,0.991907322551303,0.994316109194452,1
"133",0,0.485586777168194,0.747931942495587,0.888273520297472,0.935804595920005,0.963024109495674,0.975946547849051,1
"324",0,0.228475351975932,0.394642053620568,0.647041912966994,0.774533238286227,0.874676946794601,0.922703656431952,1
"70",0,0.198061693250836,0.333463204207733,0.546520182789075,0.663265834751866,0.780081567598782,0.842016779518692,1
"113",0,0.62313929882627,0.85570996262208,0.945706621394258,0.971028225193222,0.983633171170985,0.989128937507792,1
"359",0,0.356396111725038,0.577761730483392,0.767784511408428,0.850829615964614,0.91171892319719,0.942070008203273,1
"191",0,0.620223237464338,0.856290236119273,0.946352699603739,0.970951334622165,0.983715849162509,0.989017812896857,1
"385",0,0.371596252225212,0.606003012575168,0.803163092019301,0.879280415687698,0.931104337819819,0.953933273174731,1
"179",0,0.261766635620029,0.413996641114687,0.662175165344668,0.769611076269811,0.868831341033937,0.904830269760064,1
"20",0,0.350313186819637,0.566922726923288,0.767787253162845,0.853110286139312,0.918963208465215,0.946854940363256,1
"356",0,0.712771249967978,0.920504457758666,0.974837690627405,0.987029570830758,0.992545984775078,0.994766855888834,1
"269",0,0.513003831349527,0.76793640031685,0.898585850780271,0.941975550723908,0.967345579074952,0.978889830242008,1
"76",0,0.388562075260242,0.642125513952804,0.821568659630333,0.891446728696933,0.93577193210259,0.957491899081907,1
"108",0,0.582650442581107,0.835998014228702,0.938273257846807,0.966653424559142,0.981253824278175,0.987454382456733,1
"216",0,0.270623391774878,0.443748850720319,0.663382787107016,0.767373035100609,0.856027833127216,0.899668897606784,1
"100",0,0.634840681707239,0.865699238205634,0.950615734101391,0.973979000952158,0.985502171501601,0.990461093675594,1
"382",0,0.612067894083017,0.856862937389766,0.946483892192709,0.971191935665844,0.983512304261207,0.988785120876282,1
"293",0,0.655449877200897,0.88814085224729,0.961142539401646,0.979261820782517,0.988006156043036,0.991680831196644,1
